timestamp,device_id,flex_1,flex_2,flex_3,flex_4,flex_5,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,battery_level,signal_strength
2025-07-26T20:51:47.211091,DEMO_SIMULATOR_001,845.4,307.5,303.4,294.5,293.0,1.92,-0.99,0.07,0.19,-10.16,0.1,97.4,-44
2025-07-26T20:51:47.262131,DEMO_SIMULATOR_001,856.5,307.9,311.7,314.7,306.3,1.95,-1.01,-0.28,0.2,-10.21,0.1,94.9,-44
2025-07-26T20:51:47.312938,DEMO_SIMULATOR_001,869.7,285.2,290.2,287.4,290.8,2.06,-1.01,-0.08,0.2,-9.56,0.1,90.5,-33
2025-07-26T20:51:47.363664,DEMO_SIMULATOR_001,822.9,288.3,298.7,293.6,305.2,1.94,-1.05,-0.24,0.2,-9.8,0.1,90.5,-35
2025-07-26T20:51:47.414585,DEMO_SIMULATOR_001,843.0,308.9,296.3,293.9,287.8,1.93,-0.97,0.49,0.2,-9.9,0.1,93.1,-37
2025-07-26T20:51:47.465264,DEMO_SIMULATOR_001,839.4,290.5,294.0,299.0,307.6,2.02,-1.04,-0.3,0.21,-10.12,0.1,91.0,-38
2025-07-26T20:51:47.515723,DEMO_SIMULATOR_001,877.4,292.0,307.2,304.7,285.7,2.07,-0.99,0.03,0.21,-9.7,0.1,90.9,-43
2025-07-26T20:51:47.566813,DEMO_SIMULATOR_001,832.4,309.5,311.4,313.0,285.1,1.95,-1.03,-0.32,0.21,-9.59,0.1,93.4,-42
2025-07-26T20:51:47.617589,DEMO_SIMULATOR_001,817.0,309.9,302.2,295.0,292.8,2.02,-1.02,0.09,0.19,-10.17,0.1,91.4,-44
2025-07-26T20:51:47.668308,DEMO_SIMULATOR_001,841.8,310.6,290.9,295.8,287.8,1.97,-1.03,-0.49,0.19,-9.36,0.1,97.5,-46
2025-07-26T20:51:47.719094,DEMO_SIMULATOR_001,866.9,287.1,308.4,312.7,297.5,2.08,-1.0,-0.24,0.2,-9.89,0.1,93.5,-40
