timestamp,device_id,flex_1,flex_2,flex_3,flex_4,flex_5,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,battery_level,signal_strength
2025-07-26T21:03:27.191488,DEMO_UNIFIED_001,843.3639941126511,308.97145823162776,289.208359575394,304.77995951279274,288.71892782251723,2.3863682780920694,-1.0298408721787111,0.35775933063271714,0.24271185791270183,-9.851161336854373,0.03940881076694487,96.85576228212139,-47
2025-07-26T21:03:27.191745,DEMO_UNIFIED_001,850.6403774686141,296.73040468407135,301.09277422231764,315.7272320788892,296.7815997143732,1.8141572249093838,-1.4147520228302608,0.23300573667575175,0.25989175700612677,-9.75538831774924,0.043933273148710206,92.75976299263212,-45
2025-07-26T21:03:27.191767,DEMO_UNIFIED_001,848.9251150945798,280.8768778376714,286.4997808310505,319.9373490894155,284.7947879524159,2.1137424883622056,-1.3946546842117336,-0.014871218283575738,0.15176527441096022,-9.738889583462733,0.18590246778796393,90.52080845969148,-33
2025-07-26T21:03:27.191788,DEMO_UNIFIED_001,863.2901798061964,298.79815398652283,290.7051495194173,316.154649183739,282.0742318142079,2.1850921661219522,-1.1602015634137979,-0.10901359455497028,0.15034391363845745,-9.87166613197091,0.11100166008960143,97.23849841019077,-45
2025-07-26T21:03:27.191820,DEMO_UNIFIED_001,868.6926043334767,284.4140216985168,310.2318065816595,311.5922489708329,319.0694725157922,1.7198437209406379,-0.6754473919779252,-0.26816020433208,0.2782532920086467,-9.815050273511238,0.14997876487430342,92.73447325701515,-40
2025-07-26T21:03:27.191835,DEMO_UNIFIED_001,847.2335193133415,284.7888156432681,319.6765518037944,291.62986892802803,291.78039414061146,1.5613297885597222,-0.5071995730301417,-0.37468741711300546,0.1598083376250841,-9.770111230740335,0.17761370084946018,97.9423083109789,-33
2025-07-26T21:03:27.191848,DEMO_UNIFIED_001,830.2476279004931,318.1926698661233,294.83412282740915,285.50850127229046,307.2875381489093,2.3895861284190225,-1.183239310033847,0.4259995248927878,0.19623867204705442,-9.714782046774676,0.0720997115719642,94.49405292602422,-35
2025-07-26T21:03:27.191865,DEMO_UNIFIED_001,831.2047222241865,308.9185718147277,281.42357226825254,293.86504950430174,308.74665651660536,2.351251460295383,-0.6655594618619396,-0.46924918838661545,0.22942759009952812,-9.701376496127445,0.12738134419648786,91.08608191831124,-41
2025-07-26T21:03:27.191884,DEMO_UNIFIED_001,860.4171712643086,291.3164701461774,294.07522164345784,295.1906146781943,282.15537325286306,1.6881215173863684,-1.000968988866731,-0.4308493600106946,0.10709597997832565,-9.813594583194716,0.07408224399061643,85.07701838542148,-35
2025-07-26T21:03:27.191897,DEMO_UNIFIED_001,836.4114133936268,300.9323575109886,308.4233550093987,298.36070759455504,295.56886425670444,2.3066921413120047,-0.5559865960813042,0.0015557057506311311,0.16029323357554856,-9.715542891607432,0.04114043289106389,88.06938983909846,-30
2025-07-26T21:03:27.191910,DEMO_UNIFIED_001,868.2656574831756,309.199702286195,301.61842082344964,282.79903333098537,306.01257707216377,1.7328581863114096,-0.8089203589952947,-0.0031048435339681157,0.17840026060749217,-9.881410666078327,0.08853383254953129,93.23362773166448,-35
2025-07-26T21:03:27.191923,DEMO_UNIFIED_001,869.827097371533,285.4517396356312,316.69036467216074,291.5916884382883,284.22741015425015,1.702886553673523,-0.8285249763892828,0.11072197951857343,0.17867545654061046,-9.86445934197635,0.06356128382405553,94.21640285231412,-31
2025-07-26T21:03:27.191935,DEMO_UNIFIED_001,844.8570416859258,281.7575971463019,309.8877710334024,306.1724652966263,292.6512037442585,1.5517665153421514,-0.7089764507199098,0.4618105138874752,0.28812722521705203,-9.74061255245331,0.17252512251104254,86.31413272204928,-41
2025-07-26T21:03:27.191948,DEMO_UNIFIED_001,868.3446852029449,302.99274588810994,309.2758325977975,311.3241805739493,311.4198930531459,1.9183165719050135,-1.2238708610921143,0.06447644926696328,0.25801713511426927,-9.87811399180405,0.1321776148870455,93.28360795947654,-31
2025-07-26T21:03:27.191960,DEMO_UNIFIED_001,831.256555924741,285.0313627720647,300.29073378149235,304.5266323816021,313.67267960461663,2.3754954871077123,-0.8351665355864114,-0.13371216276458742,0.23178636333831498,-9.808348600877453,0.026686912576373456,96.41736685923541,-50
2025-07-26T21:03:27.191971,DEMO_UNIFIED_001,860.4777547961783,307.0616555417163,313.944383403799,295.18545282066833,282.5808276190172,1.6545285473910059,-1.0459489441517436,0.4376135365279923,0.18466391955685502,-9.839734813261904,0.10298256815983141,90.8334849313297,-48
2025-07-26T21:03:27.191982,DEMO_UNIFIED_001,868.488662768442,307.73900785970386,283.2505962392924,294.1744782404637,280.86405802034665,2.0971990624585684,-0.5566072448399788,-0.4469601787751112,0.22678016731647063,-9.741185600027725,0.09489150368278497,95.00613931618969,-31
2025-07-26T21:03:27.191992,DEMO_UNIFIED_001,831.4783752202037,305.1068064743196,317.1092248233622,315.10801983065016,300.0730079553135,2.283016738120625,-1.1234916492691094,0.03614736119582218,0.29244541593715145,-9.865981105640676,0.04155284037260301,90.92280717539327,-33
2025-07-26T21:03:27.192003,DEMO_UNIFIED_001,866.7199710222311,307.8403697163402,294.3450691788937,315.4529952731321,292.63017376510066,2.2473325999935603,-0.7986437003265154,0.19002493330436676,0.176463417325969,-9.832131594256202,0.08355205908970226,90.20847574514073,-32
2025-07-26T21:03:27.192014,DEMO_UNIFIED_001,850.4368745318701,309.73513928589784,294.59555061181857,305.4098311581712,316.87513305653647,1.9464954497913913,-1.1492448586073634,0.1935366781303467,0.13966514881721903,-9.711030953151543,0.11414257996001867,99.53339280080016,-42
